customer_tweet_id,customer_text,customer_text_clean,candidate_intent,similarity,human_intent,difficulty,notes
1375327,@AmazonHelp my package that was to arrive today still says out for delivery-it’s 930pm. Is it coming tonight? Need it for tomorrow.,my package that was to arrive today still says out for delivery-it’s 930pm. Is it coming tonight? Need it for tomorrow.,DELIVERY_DELAY,0.7405258417129517,,,
1770527,@AmazonHelp I can't chat because I can't login to my account. Please send me the phone number to call.,I can't chat because I can't login to my account. Please send me the phone number to call.,ACCOUNT_ACCESS,0.6524710655212402,,,
2609978,Shameful waste of packaging @115830 - an image of my Brother receiving a mop! Excessive &amp; wasteful. Clean up your act! #LessWaste https://t.co/I6F75CjXTe,Shameful waste of packaging - an image of my Brother receiving a mop! Excessive and wasteful. Clean up your act! #LessWaste,RANDOM,,,,
2211987,"@115850 My order number is 408-9271797-1781967. The wrong item was delivered TWICE against this order number. Its been about 2 weeks or so since the item was returned (the second time). Please update immediately when the refund (Rs. 1765) would be made, thanks","My order number is 408-9271797-1781967. The wrong item was delivered TWICE against this order number. Its been about 2 weeks or so since the item was returned (the second time). Please update immediately when the refund (Rs. 1765) would be made, thanks",MISSING_ITEM,0.6954529285430908,,,
1151151,@AmazonHelp Could you please explain me the procedure to cancel the order...I don't want any more false promises n bullshit ...,Could you please explain me the procedure to cancel the order...I don't want any more false promises n bullshit ...,ORDER_CANCELLATION,0.7400270700454712,,,
2868397,@132976 Wow. Die Synchronisation ist unterirdisch. Warum nicht einfach Untertitel?,Wow. Die Synchronisation ist unterirdisch. Warum nicht einfach Untertitel?,RANDOM,,,,
361352,"@AmazonHelp View order details
Order date
09-Sep-2017
Order #
405-7676708-3857148
Order total
   3,635.00 (1 item)","View order details Order date 09-Sep-2017 Order # 405-7676708-3857148 Order total 3,635.00 (1 item)",ORDER_STATUS,0.6751784086227417,,,
120243,"@AmazonHelp “Return started
Your refund will be processed”. I confirmed with customer service it arrived last Tuesday 11/14",“Return started Your refund will be processed”. I confirmed with customer service it arrived last Tuesday 11/14,REFUND_STATUS,0.7410434484481812,,,
250024,@AmazonHelp Since last September I have paid you for my order .item could not delivered but did not returned my money,Since last September I have paid you for my order .item could not delivered but did not returned my money,MISSING_ITEM,0.6958577632904053,,,
931834,@AmazonHelp I think I was charged twice it only should have been once. https://t.co/HkLJVw1iRn,I think I was charged twice it only should have been once.,UNEXPECTED_CHARGE,0.842482328414917,,,
966792,@AmazonHelp amazon said my package was supposed to come today but USPS website said its not even there yet,amazon said my package was supposed to come today but USPS website said its not even there yet,DELIVERY_NOT_RECEIVED,0.687423825263977,,,
1206184,Hi @115830. I'd like to cancel an order which should have been delivered on Friday and still hasn't arrived. Please can you tell me how?,Hi . I'd like to cancel an order which should have been delivered on Friday and still hasn't arrived. Please can you tell me how?,ORDER_CANCELLATION,0.7901336550712585,,,
2322141,@AmazonHelp Not getting reply even after sending 2 reminders on email,Not getting reply even after sending 2 reminders on email,RANDOM,,,,
2906612,@AmazonHelp hi my order is showing as delivered but it isn’t here? I’ve been home all day so couldn’t have missed it. Order number: 204-8120334-0987527,hi my order is showing as delivered but it isn’t here? I’ve been home all day so couldn’t have missed it. Order number: 204-8120334-0987527,MISSING_ITEM,0.7211121916770935,,,
55059,@115830 @AmazonHelp I have an order that says delivered yesterday by amazon shipping but it hasn’t been delivered. What can I do?,I have an order that says delivered yesterday by amazon shipping but it hasn’t been delivered. What can I do?,MISSING_ITEM,0.7054697275161743,,,
1289735,@115821 Account corrected! I’ve called 3 times and gotten the run around! I can’t log in to my own account #pleasehelp @115821  #thisisridiculous,Account corrected! I’ve called 3 times and gotten the run around! I can’t log in to my own account #pleasehelp #thisisridiculous,ACCOUNT_ACCESS,0.7451699376106262,,,
2891806,It would seem my local 3PL Amazon delivery man knows what Hannah’s getting for Christmas. Disgusting. https://t.co/o3i4Kjafso,It would seem my local 3PL Amazon delivery man knows what Hannah’s getting for Christmas. Disgusting.,RANDOM,,,,
1529943,3 livraisons de commandes @120533 Prime non livrées par @120535 alors que j'étais présent toute la journée ! WTF ?! https://t.co/VTIKKIXsP7,3 livraisons de commandes Prime non livrées par alors que j'étais présent toute la journée ! WTF ?!,RANDOM,,,,
2531725,@115821 @115850  @AmazonHelp  After a one month wait period and thrice changed delivery date your support asks me to cancel my order !!!,After a one month wait period and thrice changed delivery date your support asks me to cancel my order !!!,ORDER_CANCELLATION,0.7553415298461914,,,
2301909,"@AmazonHelp 11th November, yesterday","11th November, yesterday",RANDOM,,,,
1242825,"@AmazonHelp esses descontos no kindle comprei o meu tão desejado kindle aaaaa e ainda ganhei um livro grátis, amos muito vocês!  ❤","esses descontos no kindle comprei o meu tão desejado kindle aaaaa e ainda ganhei um livro grátis, amos muito vocês! ❤",RANDOM,,,,
549327,"@AmazonHelp Nouvelle date de livraison estimée : 2 déc. - 6 déc. 
Nous sommes désolés que votre colis soit en retard. Si vous ne l’avez pas reçu d’ici le jeudi 7 décembre, veuillez revenir sur cette page pour voir les options qui s'offrent à vous.","Nouvelle date de livraison estimée : 2 déc. - 6 déc. Nous sommes désolés que votre colis soit en retard. Si vous ne l’avez pas reçu d’ici le jeudi 7 décembre, veuillez revenir sur cette page pour voir les options qui s'offrent à vous.",DELIVERY_DELAY,0.6839194297790527,,,
441792,@AmazonHelp @AmazonHelp hv spent last 12 dys of my life on the link u provided Hope u guys see tweets properly there are scrnshots attched sleepy much??,hv spent last 12 dys of my life on the link u provided Hope u guys see tweets properly there are scrnshots attched sleepy much??,RANDOM,,,,
2128877,"@AmazonHelp Deux fois par téléphone la semaine dernière avec : «  on vous recontacte vendredi 03/11 », mais aucune nouvelles. Par mail ce dimanche mais tjrs rien. Ça commence sévèrement à me fatiguer.","Deux fois par téléphone la semaine dernière avec : « on vous recontacte vendredi 03/11 », mais aucune nouvelles. Par mail ce dimanche mais tjrs rien. Ça commence sévèrement à me fatiguer.",RANDOM,,,,
782539,@115850 kindly refund my money  order #404-9907668-2959526,kindly refund my money order #404-9907668-2959526,REFUND_STATUS,0.7411527633666992,,,
2142881,"@AmazonHelp Yes, I already checked, so Is there anyway I can get the money back and get acces to my account","Yes, I already checked, so Is there anyway I can get the money back and get acces to my account",CASHBACK,0.6675018072128296,,,
380215,@AmazonHelp I was told refund is processed &amp; will be paid lin my account by 25th september. I also had email from customer service about the same.,I was told refund is processed and will be paid lin my account by 25th september. I also had email from customer service about the same.,REFUND_STATUS,0.723809003829956,,,
448256,"@AmazonHelp Thankyou. Turns out delivery is late, should be due 1-4 Dec. Disappointing","Thankyou. Turns out delivery is late, should be due 1-4 Dec. Disappointing",DELIVERY_DELAY,0.7765110731124878,,,
1139798,"@AmazonHelp How would I find that out?  There is no information on my tracking link, just said 'dispatched' and 'out for delivery'","How would I find that out? There is no information on my tracking link, just said 'dispatched' and 'out for delivery'",DELIVERY_TRACKING,0.5197367668151855,,,
197739,"@AmazonHelp Hello where is my product and already late we are missing this book 
Please help me provide this book.",Hello where is my product and already late we are missing this book Please help me provide this book.,RANDOM,,,,
1274001,"@115850 , where is my package? https://t.co/DgvftEjwRL",", where is my package?",DELIVERY_NOT_RECEIVED,0.7063481211662292,,,
1254618,@AmazonHelp Nope. The money has been taken out of my account.,Nope. The money has been taken out of my account.,ACCOUNT_SECURITY,0.6408274173736572,,,
2391900,@AmazonHelp Now I cant login and can not fill up the details.,Now I cant login and can not fill up the details.,ACCOUNT_ACCESS,0.7387322783470154,,,
526167,"@AmazonHelp No revision, all it states if that I do not receive my package by this Wednesday, to contact you all.","No revision, all it states if that I do not receive my package by this Wednesday, to contact you all.",DELIVERY_NOT_RECEIVED,0.6957451105117798,,,
2280459,@AmazonHelp Now it won't let me sign into my account its saying my password is wrong,Now it won't let me sign into my account its saying my password is wrong,ACCOUNT_ACCESS,0.7885106801986694,,,
2470093,@AmazonHelp It says it should have been delivered but I haven't received this item.,It says it should have been delivered but I haven't received this item.,DELIVERY_NOT_RECEIVED,0.69464111328125,,,
425200,What happens when you order a Christian book off @115821 and they send you the Autobiography of Gucci Mane instead ?? Help ??,What happens when you order a Christian book off and they send you the Autobiography of Gucci Mane instead ?? Help ??,RANDOM,,,,
1485736,@AmazonHelp Another expected delivery today and another delay courtesy of AMZL US!,Another expected delivery today and another delay courtesy of AMZL US!,DELIVERY_DELAY,0.7399228811264038,,,
163500,"@AmazonHelp Perdona? el transportista debería haberse puesto en contacto conmigo que yo soy quien debe recibir el paquete, si no sabe llegar a la dirección de entrega, por lo menos que contacte al cliente para pedir alguna indicación, no creo que sea tan difícil.","Perdona? el transportista debería haberse puesto en contacto conmigo que yo soy quien debe recibir el paquete, si no sabe llegar a la dirección de entrega, por lo menos que contacte al cliente para pedir alguna indicación, no creo que sea tan difícil.",DELIVERY_DRIVER_ISSUE,0.6128762364387512,,,
326686,@AmazonHelp this is the order info I have https://t.co/SMWPnogJes,this is the order info I have,RANDOM,,,,
15700,Hey @115850 @AmazonHelp I need an update on my refund! Can you help?,Hey I need an update on my refund! Can you help?,REFUND_STATUS,0.823403537273407,,,
682590,So I bought a new book for my holiday and now it’s not going to possibly be here? Why do I pay for prime? 🤔@AmazonHelp https://t.co/MnXPThi7Kc,So I bought a new book for my holiday and now it’s not going to possibly be here? Why do I pay for prime? 🤔,RANDOM,,,,
2299491,"@115821 my Order date

25 September 2017

Order #

D01-4571767-1605466

Order total

   159.30 (1 item)",my Order date 25 September 2017 Order # D01-4571767-1605466 Order total 159.30 (1 item),ORDER_STATUS,0.7091497182846069,,,
2136221,@AmazonHelp I need to cancel my order but I can’t cancel it on the app or website as it just goes blank 😩,I need to cancel my order but I can’t cancel it on the app or website as it just goes blank 😩,ORDER_CANCELLATION,0.8895806074142456,,,
445515,@AmazonHelp I want my product replaced . Nothing else . I dont want a refund @115850,I want my product replaced . Nothing else . I dont want a refund,RETURN_REPLACEMENT,0.8139621615409851,,,
24986,@AmazonHelp order 406-5346056-8286767 I want a refund for the product. https://t.co/CKTsoBPMgb,order 406-5346056-8286767 I want a refund for the product.,RETURN_REPLACEMENT,0.5758481025695801,,,
861829,@AmazonHelp I’d really like my package now and don’t want to wait 1.5 hrs on hold to talk to @118706 to find out where it has gone.,I’d really like my package now and don’t want to wait 1.5 hrs on hold to talk to to find out where it has gone.,DELIVERY_TRACKING,0.552943229675293,,,
665147,@AmazonHelp I can't log in without my password.,I can't log in without my password.,ACCOUNT_ACCESS,0.7553027868270874,,,
2460018,@115850 Not credited 99 cashback for Jio 459 recharge,Not credited 99 cashback for Jio 459 recharge,CASHBACK,0.6549954414367676,,,
2690709,@AmazonHelp I've shared it. Last time I was told to send an email and refund will be initiated in 2 days and I'll get a call. None of that ever happened.,I've shared it. Last time I was told to send an email and refund will be initiated in 2 days and I'll get a call. None of that ever happened.,RANDOM,,,,
2705739,@AmazonHelp Ordered something that never showed. Emailed the seller last Wednesday and still haven't heard back. Can you guys help get my money back?,Ordered something that never showed. Emailed the seller last Wednesday and still haven't heard back. Can you guys help get my money back?,MISSING_ITEM,0.7260052561759949,,,
1965756,@AmazonHelp still haven't had an update as to why you charged me $17.98.,still haven't had an update as to why you charged me $17.98.,UNEXPECTED_CHARGE,0.49556291103363037,,,
2335511,@115850 It's the 5th tike I am going to request a return and still no one comes to take the product back.,It's the 5th tike I am going to request a return and still no one comes to take the product back.,RETURN_REPLACEMENT,0.5633059144020081,,,
311595,@AmazonHelp quisiera cambiar la opción de como me van a devolver el costo del producto que devuelvo a una tarjeta de regalo por esa cantidad,quisiera cambiar la opción de como me van a devolver el costo del producto que devuelvo a una tarjeta de regalo por esa cantidad,RETURN_REPLACEMENT,0.563957691192627,,,
264788,@AmazonHelp Kindly check your records.,Kindly check your records.,RANDOM,,,,
726975,@115821 I haven't received my refund from past a month : order id 269039080,I haven't received my refund from past a month : order id 269039080,REFUND_STATUS,0.8032716512680054,,,
806316,"@AmazonHelp Hi, I am still having no luck","Hi, I am still having no luck",RANDOM,,,,
460028,@AmazonHelp It’s not working still. It plays for a couple seconds then goes back to the start up screen,It’s not working still. It plays for a couple seconds then goes back to the start up screen,RANDOM,,,,
1388416,@115850 @AmazonHelp what’s this ? Damaged product ? https://t.co/NxdghrQxHK,what’s this ? Damaged product ?,PRODUCT_ISSUE,0.7152391672134399,,,
2387892,@AmazonHelp Full refund! Thank you 😉,Full refund! Thank you 😉,REFUND_STATUS,0.7722656726837158,,,
2111176,@AmazonHelp Question. When it comes to returning a product. How can I return it and do I have to pay anything? And how do I get my refund?,Question. When it comes to returning a product. How can I return it and do I have to pay anything? And how do I get my refund?,RETURN_REPLACEMENT,0.692149817943573,,,
260809,Yo @115830 your driver left my parcel on my doorstep &amp; covered it in rubbish. In the rain. Can you not do that again please?,Yo your driver left my parcel on my doorstep and covered it in rubbish. In the rain. Can you not do that again please?,RANDOM,,,,
377211,"@115850 Loved the fast replacements @115850 . 

#KaroMilkeTayyari 
#AmazonGreatIndianFestival",Loved the fast replacements . #KaroMilkeTayyari #AmazonGreatIndianFestival,RANDOM,,,,
1283811,@AmazonHelp product delivered not up to the quality standard. Not expected this quality. Want to return! Please help,product delivered not up to the quality standard. Not expected this quality. Want to return! Please help,PRODUCT_ISSUE,0.5239197611808777,,,
667700,"@279154 @115821 Lies, I ordered this product and did not receive it, where is my gift set and now I will have to return it before you send what I actually ordered https://t.co/Ckqa7p1wkr","Lies, I ordered this product and did not receive it, where is my gift set and now I will have to return it before you send what I actually ordered",MISSING_ITEM,0.7097864747047424,,,
2451307,"@AmazonHelp @115850 why am I being charged 1300 at an mrp of 478,doesn't that amount to cheating? https://t.co/TZGvB7sLM1","why am I being charged 1300 at an mrp of 478,doesn't that amount to cheating?",UNEXPECTED_CHARGE,0.5362052321434021,,,
1503842,@AmazonHelp it's almost 24 hours! No update from your side! Can you please tell how do i cancel this order?,it's almost 24 hours! No update from your side! Can you please tell how do i cancel this order?,ORDER_CANCELLATION,0.8076663613319397,,,
2135765,"The @116090 app shows that my package was delivered yesterday, yet here I am without said package.","The app shows that my package was delivered yesterday, yet here I am without said package.",DELIVERY_NOT_RECEIVED,0.767397403717041,,,
2870674,"@AmazonHelp No, pensé que me habían hackeado mi cuenta, cambie la contraseña y ni así me dejaba entrar desde pc (en la APP si puedo excepto cuando pide login).
En mi correo solo están de las compras y el cambio de contraseña, nunca uno de el motivo o algo similar.","No, pensé que me habían hackeado mi cuenta, cambie la contraseña y ni así me dejaba entrar desde pc (en la APP si puedo excepto cuando pide login). En mi correo solo están de las compras y el cambio de contraseña, nunca uno de el motivo o algo similar.",ACCOUNT_SECURITY,0.7281210422515869,,,
2449431,"@AmazonHelp you sent me the wrong item &amp; the only way i can find to remedy it through your site is to return it. i don't own a printer, and i'm an adult who works so i can't be home for a UPS guy to come by, especially for something that wasn't my problem to begin with.","you sent me the wrong item and the only way i can find to remedy it through your site is to return it. i don't own a printer, and i'm an adult who works so i can't be home for a UPS guy to come by, especially for something that wasn't my problem to begin with.",WRONG_ITEM_RECEIVED,0.6178500652313232,,,
39558,"I got my refund from @115821 for my copy of odyssey, but was hit with a restocking fee because their delivery people can't do their job.","I got my refund from for my copy of odyssey, but was hit with a restocking fee because their delivery people can't do their job.",REFUND_STATUS,0.7126843929290771,,,
2397253,@AmazonHelp so I got a weeks amazon prime and it’s got a convenient error not letting me cancel it,so I got a weeks amazon prime and it’s got a convenient error not letting me cancel it,RANDOM,,,,
1385298,"Hi @115830
My package has missed two delivery dates but is now refundable if late by a further 10 months? Also Aug 10th isn't a Saturday? https://t.co/YGr1AdoFt3",Hi My package has missed two delivery dates but is now refundable if late by a further 10 months? Also Aug 10th isn't a Saturday?,DELIVERY_DELAY,0.7551268339157104,,,
321661,@115850 I didn't receive my promised cashback. Neither am I able to contact customer care. There's a robot on the other side. :( Help ASAP,I didn't receive my promised cashback. Neither am I able to contact customer care. There's a robot on the other side. :( Help ASAP,CASHBACK,0.7030985951423645,,,
1883453,"@AmazonHelp This is the order details Order #
406-5285363-3619528. I want to cancel this order.",This is the order details Order # 406-5285363-3619528. I want to cancel this order.,ORDER_CANCELLATION,0.8070628046989441,,,
1189461,Did not received my package @115850.,Did not received my package .,DELIVERY_NOT_RECEIVED,0.8185323476791382,,,
1044266,"@AmazonHelp I can’t sign into my account, can’t start the contact us page","I can’t sign into my account, can’t start the contact us page",ACCOUNT_ACCESS,0.7472279071807861,,,
467527,@AmazonHelp Delivery personnel contact no. still not working. Item still not received. Only updates for future updates!,Delivery personnel contact no. still not working. Item still not received. Only updates for future updates!,DELIVERY_DRIVER_ISSUE,0.6032301783561707,,,
2394957,"@AmazonHelp リプライありがとうございます！
普段代引きしかしたことが無かったので。
Amazonギフト券を使い購入すればいいのですね！分かりました。ありがとうございます！",リプライありがとうございます！ 普段代引きしかしたことが無かったので。 Amazonギフト券を使い購入すればいいのですね！分かりました。ありがとうございます！,RANDOM,,,,
882506,@AmazonHelp @115830 have been locked out of my account without being notified. Can't access customer service as I need to login.,have been locked out of my account without being notified. Can't access customer service as I need to login.,ACCOUNT_ACCESS,0.7895197868347168,,,
1046064,"@115850 Order # 402-5479722-9566747, wrong item received, no refund required, need my product at earliest,,","Order # 402-5479722-9566747, wrong item received, no refund required, need my product at earliest,,",MISSING_ITEM,0.7351282835006714,,,
1206903,Like SERIOUSLY!! @115850 need to up their standards .. Re. 1 discount on a 5999 item featured as lightning deal! https://t.co/mPOFSS8CPe,Like SERIOUSLY!! need to up their standards .. Re. 1 discount on a 5999 item featured as lightning deal!,RANDOM,,,,
494975,@115821 So my account got hacked into. I am not able to login and in spite of changing my password multiple times it keeps saying password is wrong. Now I get a notification that email has been changed as well. Cant talk to anyone customer service says they need to fill a form!,So my account got hacked into. I am not able to login and in spite of changing my password multiple times it keeps saying password is wrong. Now I get a notification that email has been changed as well. Cant talk to anyone customer service says they need to fill a form!,ACCOUNT_SECURITY,0.6886160373687744,,,
1402844,Thanks @115821 for messing up my order just because I deleted an item that hadn't even shipped yet. Very disappointed.,Thanks for messing up my order just because I deleted an item that hadn't even shipped yet. Very disappointed.,MISSING_ITEM,0.7259141206741333,,,
1735163,@AmazonHelp I cannot get into my Amazon account. I’ve change my password about 3 times and I still can’t get into it.,I cannot get into my Amazon account. I’ve change my password about 3 times and I still can’t get into it.,ACCOUNT_ACCESS,0.6511894464492798,,,
474394,@118919 i have not received any information nd doesn't pickup my product yet...product doesn't working... https://t.co/rH9WAwkYof,i have not received any information nd doesn't pickup my product yet...product doesn't working...,RANDOM,,,,
1407658,@AmazonHelp Dear can u check my order detail my concern rais by me on 14/10/2017,Dear can u check my order detail my concern rais by me on 14/10/2017,ORDER_STATUS,0.6969360113143921,,,
114434,@AmazonHelp thank you for loosing my bottle of whisky! Please explain how your drivers could not find my house exactly??,thank you for loosing my bottle of whisky! Please explain how your drivers could not find my house exactly??,RANDOM,,,,
1232851,@AmazonHelp Hi I have still not received any message on pick up of item to be returned. Have lodged complaint on phone &amp; through Twitter. Disappointing,Hi I have still not received any message on pick up of item to be returned. Have lodged complaint on phone and through Twitter. Disappointing,WRONG_ITEM_RECEIVED,0.5797749757766724,,,
218113,@115821 I pre ordered Star Wars never got my beat code ?,I pre ordered Star Wars never got my beat code ?,RANDOM,,,,
831817,@AmazonHelp I have not received my package which was to be delivered yesterday.,I have not received my package which was to be delivered yesterday.,DELIVERY_NOT_RECEIVED,0.8593702912330627,,,
2968270,@115821 I was supposed to get a package yesterday and another one today and I still haven’t received any of them nor any email,I was supposed to get a package yesterday and another one today and I still haven’t received any of them nor any email,DELIVERY_NOT_RECEIVED,0.7674188017845154,,,
512452,Ordered from @115821 and I get a delivery of an empty box. #Frustrated,Ordered from and I get a delivery of an empty box. #Frustrated,MISSING_ITEM,0.6981051564216614,,,
2855076,@120533 vos livreurs se moquent de leurs clients non ? Pas le temps de répondre à l’interphone qu’il est déjà parti ..,vos livreurs se moquent de leurs clients non ? Pas le temps de répondre à l’interphone qu’il est déjà parti ..,RANDOM,,,,
1773969,"ちなみにBluetooth接続をしようとしてもまったくできる気配がなく、よく調べたらBluetooth対応してない…
Amazonの説明欄にはBluetoothできるっぽい書き方してあったけど、多分上位機種の説明貼ってあるだけなんだろうな、騙された https://t.co/d0Lih6Axz4",ちなみにBluetooth接続をしようとしてもまったくできる気配がなく、よく調べたらBluetooth対応してない… Amazonの説明欄にはBluetoothできるっぽい書き方してあったけど、多分上位機種の説明貼ってあるだけなんだろうな、騙された,RANDOM,,,,
805548,"@AmazonHelp Just got an e-mail saying you haven’t received back an item that arrived damaged, leaking, and was told I didn’t have to return.","Just got an e-mail saying you haven’t received back an item that arrived damaged, leaking, and was told I didn’t have to return.",WRONG_ITEM_RECEIVED,0.5785279870033264,,,
897483,"@AmazonHelp my account was hacked without going to my email, Please get back to me","my account was hacked without going to my email, Please get back to me",ACCOUNT_SECURITY,0.8209516406059265,,,
1302808,@119356 before 6m I request u provide invoice copy  in your app. if for inv.copy we go to site than how u say it better to use app @115821,before 6m I request u provide invoice copy in your app. if for inv.copy we go to site than how u say it better to use app,RANDOM,,,,
2686573,@AmazonHelp I was supposed to receive a package yesterday and it never arrived. Now it’s showing it was delivered at 11:30 pm last night but it was not. How do I find out where my package is?,I was supposed to receive a package yesterday and it never arrived. Now it’s showing it was delivered at 11:30 pm last night but it was not. How do I find out where my package is?,DELIVERY_NOT_RECEIVED,0.7126486301422119,,,
423251,@AmazonHelp The manufacturer provides no reply on this .. Please look into this,The manufacturer provides no reply on this .. Please look into this,RANDOM,,,,
56932,@115850 How can refunds this my money https://t.co/vzd9YnpQ6U,How can refunds this my money,REFUND_STATUS,0.8628394603729248,,,
571808,@115850 I have not getten my cashback offer that was purchase on 12.08.2017,I have not getten my cashback offer that was purchase on 12.08.2017,CASHBACK,0.8155317306518555,,,
2457861,@115821 I'm trying to place an order help me @123644,I'm trying to place an order help me,ORDER_STATUS,0.6898654103279114,,,
13157,@AmazonHelp I have asked the customer care exec on phone to cancel the order. Don't want to waste any more of my time on this.,I have asked the customer care exec on phone to cancel the order. Don't want to waste any more of my time on this.,ORDER_CANCELLATION,0.7501057386398315,,,
1604993,@AmazonHelp hi I ordered a product through prime yesterday and it says it will be late but the tracking info says it is at my local depot??,hi I ordered a product through prime yesterday and it says it will be late but the tracking info says it is at my local depot??,DELIVERY_TRACKING,0.5225156545639038,,,
862444,@115850 Very pathetic delivery and response from Amazon team with respect to phone which I ordered. (447196419153 tracking number),Very pathetic delivery and response from Amazon team with respect to phone which I ordered. (447196419153 tracking number),RANDOM,,,,
1575619,"@AmazonHelp Delivery date is already delayed. 111-2691482-1933821 , also it says that it is a customer initiated delay which isn't right.","Delivery date is already delayed. 111-2691482-1933821 , also it says that it is a customer initiated delay which isn't right.",DELIVERY_DELAY,0.7476996779441833,,,
18190,"@AmazonHelp @115850  @120040
Even after your team's promise, I have not received my cashback of INR1500 before deadline given by them.","Even after your team's promise, I have not received my cashback of INR1500 before deadline given by them.",CASHBACK,0.7182468175888062,,,
1391145,"@AmazonHelp You have charged me twice to two items, my bank confirmed it, I gave the codes to you but still you're denying it. Unbelievable.","You have charged me twice to two items, my bank confirmed it, I gave the codes to you but still you're denying it. Unbelievable.",UNEXPECTED_CHARGE,0.5766656398773193,,,
1249434,@AmazonHelp 先ほどご連絡させていただきました！わざわざご丁寧にありがとうございます,先ほどご連絡させていただきました！わざわざご丁寧にありがとうございます,RANDOM,,,,
1489136,"@AmazonHelp Oh, except now I can't cancel the order! There's an 'error' stopping me https://t.co/8KcMjhYLHM","Oh, except now I can't cancel the order! There's an 'error' stopping me",ORDER_CANCELLATION,0.7967091798782349,,,
21045,Dearest @115850 this is not expected from you guys. This package was supposed to reach me by Fri. Havent yet got an update! https://t.co/QvgTdMpWUi,Dearest this is not expected from you guys. This package was supposed to reach me by Fri. Havent yet got an update!,DELIVERY_NOT_RECEIVED,0.7018441557884216,,,
707409,I still didn't received my amazon great Indian sale pay balance recharge cashback when I am gonna get it I was told that I will receive it by 10th October. @AmazonHelp,I still didn't received my amazon great Indian sale pay balance recharge cashback when I am gonna get it I was told that I will receive it by 10th October.,CASHBACK,0.6623409986495972,,,
1485358,@AmazonHelp Still have not received https://t.co/1DK8g1iK19,Still have not received,CASHBACK,0.6465345621109009,,,
248671,@AmazonHelp @115821 when are you going to ship my order to me please don’t make me cancel it 🙂 order 112-1151988-6640213,when are you going to ship my order to me please don’t make me cancel it 🙂 order 112-1151988-6640213,ORDER_CANCELLATION,0.8028284311294556,,,
1124638,"@115850 want cancel the order, but cancel button not found... https://t.co/3HQQfZKgE7","want cancel the order, but cancel button not found...",ORDER_CANCELLATION,0.8522733449935913,,,
1384135,"@AmazonHelp Got the email and it tells me to go to the account and follow instructions, but i cant access to the account. Need help!","Got the email and it tells me to go to the account and follow instructions, but i cant access to the account. Need help!",ACCOUNT_ACCESS,0.6858652830123901,,,
278641,@1145 sir I have placed one order on @115821 on 22 October but till today they didn't deliver.Instead of delivering consignment ..,sir I have placed one order on on 22 October but till today they didn't deliver.Instead of delivering consignment ..,RANDOM,,,,
