customer_tweet_id,customer_text,candidate_intent,similarity,human_intent,difficulty,notes
990730,@115850 my order did not reached yet,ORDER_STATUS,0.6895849704742432,ORDER_STATUS,EASY,General order status; no explicit missed date
667700,"@279154 @115821 Lies, I ordered this product and did not receive it, where is my gift set and now I will have to return it before you send what I actually ordered https://t.co/Ckqa7p1wkr",MISSING_ITEM,0.7097864747047424,DELIVERY_NOT_RECEIVED,BOUNDARY,Ordered product not received
1149835,@AmazonHelp Then give me the link where I can track returned product .,RETURN_REPLACEMENT,0.535497784614563,RETURN_REPLACEMENT,BOUNDARY,Tracking a returned product
324236,"@115850 I want my order to be delivered today else cancel the order no use of prime
membership
Order
407-7611937-1951563
It's frustrating",ORDER_CANCELLATION,0.7589147090911865,ORDER_CANCELLATION,EASY,Explicit cancellation
744150,@AmazonHelp Ça devient un peu de l’abus..? J’ai besoin de mon colis demain matin et je me retrouve coincée. Que pouvez vous faire ..?,RANDOM,,DELIVERY_DELAY,MESSY,Delivery problem implied; wording ambiguous
2451307,"@AmazonHelp @115850 why am I being charged 1300 at an mrp of 478,doesn't that amount to cheating? https://t.co/TZGvB7sLM1",UNEXPECTED_CHARGE,0.5362052321434021,UNEXPECTED_CHARGE,EASY,Charged more than expected
1350238,@AmazonHelp sent an email stating my account was hacked. I’ve yet to receive a response. Thanks for allowing someone else have access to my account and information. Feeling safe knowing y’all don’t give a fuck about your customers.,ACCOUNT_SECURITY,0.7427465915679932,ACCOUNT_SECURITY,EASY,Account hacked
1205007,@115821 where's my package smh,DELIVERY_TRACKING,0.5151048898696899,DELIVERY_TRACKING,EASY,Asking package location
377211,"@115850 Loved the fast replacements @115850 . 

#KaroMilkeTayyari 
#AmazonGreatIndianFestival",RANDOM,,OTHER,MESSY,Positive feedback; no supported intent
577725,"@AmazonHelp @115850 I haven't received my Cashback as promised by your team during the great Indian Diwali sale in October. I had bought a Redmi 4 phone worth 8499 and as per the terms and conditions, I was eligible for a 10% Cashback.  Could you please reimburse the money?",CASHBACK,0.6890782117843628,CASHBACK,EASY,Cashback not received
250577,"shiiiiit I love how amazon is like, “the delivery driver is 5 minutes away from your house” 

they’re most consistent than the girls I’ve talked to",RANDOM,,OTHER,MESSY,Positive driver comment
1258634,@AmazonHelp Are you really asking if I checked the tracking information?? 😂 yes the tracking info says that my package is delivered and ready for pickup,DELIVERY_TRACKING,0.6733365654945374,DELIVERY_TRACKING,EASY,Tracking status
2301909,"@AmazonHelp 11th November, yesterday",RANDOM,,OTHER,MESSY,No meaningful support request
293367,@AmazonHelp Hi. I need to speak about an order I just placed. But your CC IVR won’t let me. Please help.,ORDER_STATUS,0.6752512454986572,ORDER_STATUS,BOUNDARY,Inquiry about recently placed order
2855076,@120533 vos livreurs se moquent de leurs clients non ? Pas le temps de répondre à l’interphone qu’il est déjà parti ..,RANDOM,,OTHER,MESSY,General driver comment
2499097,@AmazonHelp le lien donne sur un login sauf que mon compte est bloquer donc je ne peux pas me connecter. aucune n'autre connection ?,ACCOUNT_ACCESS,0.7124779224395752,ACCOUNT_ACCESS,EASY,Account blocked
2387892,@AmazonHelp Full refund! Thank you 😉,REFUND_STATUS,0.7722656726837158,REFUND_STATUS,EASY,Refund request/status
1609584,@AmazonHelp Oh n here’s my original order https://t.co/8ZyT9kS2GE,ORDER_STATUS,0.6680006980895996,ORDER_STATUS,EASY,Order inquiry
989221,"@AmazonHelp Today is 14 Oct can I expect that I would receive my order today? Which was expected on 9 Oct. 
Order # 402-7037462-2377120.",ORDER_STATUS,0.7242050766944885,DELIVERY_DELAY,EASY,Expected date has passed
445515,@AmazonHelp I want my product replaced . Nothing else . I dont want a refund @115850,RETURN_REPLACEMENT,0.8139621615409851,RETURN_REPLACEMENT,EASY,Explicit replacement request
1557653,@AmazonHelp Can I post the order number,ORDER_STATUS,0.6669418811798096,ORDER_STATUS,EASY,Asking for order number/status
2967746,"@AmazonHelp I received an email that my package was delivered today, approx 4 hours ago. But, I've no package in my possession. Nothing on back patio, nothing at the front door, nothing at the apt manager office. Umm, where's my order?",DELIVERY_NOT_RECEIVED,0.6933082342147827,DELIVERY_NOT_RECEIVED,EASY,Delivered notification but package missing
1808828,@115830 I have not been given any new information on when my packages will arrive and they were due 3 days ago. Please help me,DELIVERY_DELAY,0.6976711750030518,DELIVERY_DELAY,EASY,Delivery due three days ago
81054,I am rohit vijan i have purchased fit bit altra band so i returned the product on 11 nov and since 24 nov my refund isnt initiated is that lyk this u provide service to customers @AmazonHelp @AmazonHelp @115821 @115850 my contct no 9619266205 https://t.co/cQbCsIUl4z,RETURN_REPLACEMENT,0.5333243608474731,REFUND_STATUS,EASY,Refund not initiated
1013750,"Excuse me Amazon wtf, you told me my package was delivered yesterday in my mailbox, no package to be found",DELIVERY_NOT_RECEIVED,0.7203030586242676,DELIVERY_NOT_RECEIVED,EASY,Delivered but package missing
260809,Yo @115830 your driver left my parcel on my doorstep &amp; covered it in rubbish. In the rain. Can you not do that again please?,RANDOM,,DELIVERY_DRIVER_ISSUE,EASY,Driver left parcel incorrectly
1079075,@AmazonHelp I just found out today that my account was hacked and the email address was changed. Is there anyway to get it back?,ACCOUNT_SECURITY,0.7455847263336182,ACCOUNT_SECURITY,EASY,Account hacked/email changed
831817,@AmazonHelp I have not received my package which was to be delivered yesterday.,DELIVERY_NOT_RECEIVED,0.8593702912330627,DELIVERY_DELAY,BOUNDARY,Missed expected delivery date
1139798,"@AmazonHelp How would I find that out?  There is no information on my tracking link, just said 'dispatched' and 'out for delivery'",DELIVERY_TRACKING,0.5197367668151855,DELIVERY_TRACKING,EASY,Tracking lacks information
264648,@AmazonHelp ord no. 171 6979504 0534744 my friend asked for replacement they picked up the product and have not sent replacement.pls help,PRODUCT_ISSUE,0.5489951372146606,RETURN_REPLACEMENT,EASY,Replacement hasn't been sent
253968,@AmazonHelp Where is my order ?,ORDER_STATUS,0.7475205659866333,ORDER_STATUS,EASY,Asking where order is
2644123,Dear @115850 I already had a prime membership when I bought the echo dot. So do I get a year's extension?,RANDOM,,OTHER,MESSY,Prime membership extension; unsupported intent
2378231,@AmazonHelp amount still not refunded. https://t.co/KpX2H3pe3q,CASHBACK,0.6505693793296814,REFUND_STATUS,BOUNDARY,Refund not received; not cashback
2870674,"@AmazonHelp No, pensé que me habían hackeado mi cuenta, cambie la contraseña y ni así me dejaba entrar desde pc (en la APP si puedo excepto cuando pide login).
En mi correo solo están de las compras y el cambio de contraseña, nunca uno de el motivo o algo similar.",ACCOUNT_SECURITY,0.7281210422515869,ACCOUNT_SECURITY,EASY,Hacked account/password changed
429524,@AmazonHelp I am not able to return my Order. Even though it was ordered with returned policy. Please help.,MISSING_ITEM,0.7405359148979187,RETURN_REPLACEMENT,EASY,Unable to return order
441792,@AmazonHelp @AmazonHelp hv spent last 12 dys of my life on the link u provided Hope u guys see tweets properly there are scrnshots attched sleepy much??,RANDOM,,OTHER,MESSY,No usable support intent
74684,@AmazonHelp The item is being returned undelivered by the courier,MISSING_ITEM,0.7121122479438782,RETURN_REPLACEMENT,BOUNDARY,Return process/courier issue
259908,@115821 where my package fam???,DELIVERY_TRACKING,0.5373132228851318,DELIVERY_TRACKING,EASY,Asking package location
1503842,@AmazonHelp it's almost 24 hours! No update from your side! Can you please tell how do i cancel this order?,ORDER_CANCELLATION,0.8076663613319397,ORDER_CANCELLATION,EASY,Explicit cancellation
735006,@AmazonHelp please check my DM about package tracking.,DELIVERY_TRACKING,0.8286037445068359,DELIVERY_TRACKING,EASY,Explicit tracking request
1653470,@228164 @115850 @AmazonHelp I want to cancel my order which I placed by mistake. I am not finding cancel order icon. Help ASAP! https://t.co/DUqMTPjjOm,ORDER_CANCELLATION,0.8243385553359985,ORDER_CANCELLATION,EASY,Explicit cancellation request
1151151,@AmazonHelp Could you please explain me the procedure to cancel the order...I don't want any more false promises n bullshit ...,ORDER_CANCELLATION,0.7400270700454712,ORDER_CANCELLATION,EASY,Asking how to cancel
665492,@115850 My this AWB no # 663753539214 was schedule to pick today but Fedex courier nvr turned up.. Later i called in customer care center. plz help https://t.co/7nSLtV8ojk,RANDOM,,DELIVERY_DRIVER_ISSUE,EASY,FedEx courier did not show for scheduled pickup
1124638,"@115850 want cancel the order, but cancel button not found... https://t.co/3HQQfZKgE7",ORDER_CANCELLATION,0.8522733449935913,ORDER_CANCELLATION,EASY,Cancel button unavailable
2797118,@AmazonHelp Hola! Son vendidos directamente por Amazon.,RANDOM,,OTHER,MESSY,Statement/comment with no clear supported intent
250024,@AmazonHelp Since last September I have paid you for my order .item could not delivered but did not returned my money,MISSING_ITEM,0.6958577632904053,REFUND_STATUS,BOUNDARY,Item couldn't be delivered and money wasn't returned
465133,"I've been trying all week to place an order on @115821 but for some reason I don't know, they keep cancelling my orders. Ugh.",ORDER_CANCELLATION,0.7677422761917114,ORDER_CANCELLATION,EASY,Orders repeatedly being cancelled
312837,"@116316 #WheresMyStuff my package was ""delivered""; but I haven't received it!! 😨",DELIVERY_NOT_RECEIVED,0.7860279083251953,DELIVERY_NOT_RECEIVED,EASY,Delivered but not received
24986,@AmazonHelp order 406-5346056-8286767 I want a refund for the product. https://t.co/CKTsoBPMgb,RETURN_REPLACEMENT,0.5758481025695801,REFUND_STATUS,EASY,Explicit refund request
2616400,"@AmazonHelp Le suivi dit qu'une date de livraison est en attente, que je recevrais un mail pour m'informer de la livraison.",DELIVERY_DELAY,0.6831710338592529,DELIVERY_TRACKING,BOUNDARY,Delivery date is pending; waiting for delivery information
1627282,@120533 @115821 locked me out of my account. And I can’t unlock it 😒😒😒,ACCOUNT_ACCESS,0.6948667168617249,ACCOUNT_ACCESS,EASY,Locked out of account
494975,@115821 So my account got hacked into. I am not able to login and in spite of changing my password multiple times it keeps saying password is wrong. Now I get a notification that email has been changed as well. Cant talk to anyone customer service says they need to fill a form!,ACCOUNT_SECURITY,0.6886160373687744,ACCOUNT_SECURITY,EASY,Hacked account with password/email changed
1106552,#amazon #trucks have #gps #tracker so why are you telling me we don't know where your package is because it is in transit   #guaranteelate,DELIVERY_TRACKING,0.5532628893852234,DELIVERY_TRACKING,EASY,Package location/status unclear
320325,@AmazonHelp Why don’t your prime drivers not read delivery instructions?,DELIVERY_DRIVER_ISSUE,0.622812032699585,DELIVERY_DRIVER_ISSUE,EASY,Driver not following delivery instructions
2895972,@AmazonHelp They've now hung up after telling me that I've got to wait until tomorrow. No problem. I'm just cancelling the order now. And will cancel EVERY ORDER that you attempt to send via @132988 - simple solution.,ORDER_CANCELLATION,0.7347785234451294,ORDER_CANCELLATION,EASY,Explicit cancellation
1538763,@118706 I️ needed my package before tomorrow for something very IMPORTANT and now it’s lost with no answer in what happened @118706 &amp; @115821,DELIVERY_NOT_RECEIVED,0.7631127834320068,DELIVERY_NOT_RECEIVED,BOUNDARY,Package hasn't arrived; no explicit missed promised date
55059,@115830 @AmazonHelp I have an order that says delivered yesterday by amazon shipping but it hasn’t been delivered. What can I do?,MISSING_ITEM,0.7054697275161743,DELIVERY_NOT_RECEIVED,EASY,Delivered status but package not delivered
2764987,"@AmazonHelp I have checked my tracking already and yesterday, also emailed customer service and had no reply. The tracking only shows the Sunday 19th tracking, nothing else.",DELIVERY_TRACKING,0.5325616598129272,DELIVERY_TRACKING,EASY,Tracking information hasn't updated
1248956,アマゾンのポイントてアプリからだと使えないの？？,RANDOM,,OTHER,MESSY,Unsupported Amazon Points question
2457861,@115821 I'm trying to place an order help me @123644,ORDER_STATUS,0.6898654103279114,OTHER,MESSY,"Trying to place an order, not asking about status"
1254618,@AmazonHelp Nope. The money has been taken out of my account.,ACCOUNT_SECURITY,0.6408274173736572,UNEXPECTED_CHARGE,BOUNDARY,Money taken from account; charge context implied
1311842,@AmazonHelp Last week you double charged me for prime.  Got that fixed.  Now you double chrgd kindle unlimited.,UNEXPECTED_CHARGE,0.4746779501438141,UNEXPECTED_CHARGE,EASY,Duplicate Prime/Kindle charge
1709399,@AmazonHelp Many times,RANDOM,,OTHER,MESSY,No meaningful support request
424298,Had something delivered but it was damaged so requested a replacement. Replacement is also damaged. Who can I speak to about this? @115830,PRODUCT_ISSUE,0.5773422718048096,PRODUCT_ISSUE,EASY,Delivered product and replacement are damaged
1310628,@115851 @115850 @AmazonHelp 2 months and a  week later and still you guys have not refunded my money! https://t.co/C7FL0rD9Vl,CASHBACK,0.6511973142623901,REFUND_STATUS,EASY,Money hasn't been refunded
1485358,@AmazonHelp Still have not received https://t.co/1DK8g1iK19,CASHBACK,0.6465345621109009,OTHER,MESSY,Insufficient context to establish cashback
2880461,"@115830 product delivered, box battered, gift inside also damaged. How to proceed? This is unacceptable.",PRODUCT_ISSUE,0.5682985782623291,PRODUCT_ISSUE,EASY,Product and gift are damaged
1206184,Hi @115830. I'd like to cancel an order which should have been delivered on Friday and still hasn't arrived. Please can you tell me how?,ORDER_CANCELLATION,0.7901336550712585,ORDER_CANCELLATION,EASY,Explicit cancellation
2470093,@AmazonHelp It says it should have been delivered but I haven't received this item.,DELIVERY_NOT_RECEIVED,0.69464111328125,DELIVERY_NOT_RECEIVED,EASY,Expected delivery but item not received
882506,@AmazonHelp @115830 have been locked out of my account without being notified. Can't access customer service as I need to login.,ACCOUNT_ACCESS,0.7895197868347168,ACCOUNT_ACCESS,EASY,Locked out and cannot access account
2902500,@AmazonHelp hola! Me habéis cobrado el mismo pedido dos veces. Quiero una solución,UNEXPECTED_CHARGE,0.5290058255195618,UNEXPECTED_CHARGE,EASY,Same order charged twice
862444,@115850 Very pathetic delivery and response from Amazon team with respect to phone which I ordered. (447196419153 tracking number),RANDOM,,DELIVERY_DELAY,MESSY,Poor delivery reported but exact failure isn't explicit
1326927,"@AmazonHelp Eu fiz um pedido quarta. Eu ainda não recebi a nota fiscal, mas já recebi o recibo e não apareceu para trocar forma de pagamento (+)",CASHBACK,0.7305405735969543,OTHER,MESSY,Invoice/payment-method issue outside taxonomy
861829,@AmazonHelp I’d really like my package now and don’t want to wait 1.5 hrs on hold to talk to @118706 to find out where it has gone.,DELIVERY_TRACKING,0.552943229675293,DELIVERY_TRACKING,BOUNDARY,Wants to know where package has gone
481690,@AmazonHelp Me comenta el banco que ellos no realizan cargos dobles y cheque mi saldo y efectivamente se realizó un doble cobro unos el 30 a las 5:50 pm y otro hoy a las 2:50 am me podrían dar una solución de favor,UNEXPECTED_CHARGE,0.48406779766082764,UNEXPECTED_CHARGE,EASY,Explicit duplicate charge
2906612,@AmazonHelp hi my order is showing as delivered but it isn’t here? I’ve been home all day so couldn’t have missed it. Order number: 204-8120334-0987527,MISSING_ITEM,0.7211121916770935,DELIVERY_NOT_RECEIVED,EASY,Delivered status but package not there
361352,"@AmazonHelp View order details
Order date
09-Sep-2017
Order #
405-7676708-3857148
Order total
   3,635.00 (1 item)",ORDER_STATUS,0.6751784086227417,ORDER_STATUS,EASY,Asking to view order details
726975,@115821 I haven't received my refund from past a month : order id 269039080,REFUND_STATUS,0.8032716512680054,REFUND_STATUS,EASY,Refund pending for a month
2149463,"@AmazonHelp Check out order number 
701-4591572-1714631 
I ordered and it didn’t arrive so customer ask me to reorder and it didn’t arrive. This is 3rd.",MISSING_ITEM,0.7044510841369629,DELIVERY_NOT_RECEIVED,EASY,Ordered item didn't arrive
2935791,"@115850 
I bought a product but when I get it, that also broken so please sir return it immediately
Track no 203987100",PRODUCT_ISSUE,0.6354876160621643,OTHER,MESSY,Kindle/promotion comment
1242825,"@AmazonHelp esses descontos no kindle comprei o meu tão desejado kindle aaaaa e ainda ganhei um livro grátis, amos muito vocês!  ❤",RANDOM,,CASHBACK,EASY,Explicit promised cashback
321661,@115850 I didn't receive my promised cashback. Neither am I able to contact customer care. There's a robot on the other side. :( Help ASAP,CASHBACK,0.7030985951423645,DELIVERY_DELAY,BOUNDARY,Customer objects to waiting until stated delivery date
1279835,@AmazonHelp I will not wait till 29th October for the delivery.,RANDOM,,REFUND_STATUS,EASY,Waiting for refund
249117,"Hey @115821, I'm waiting on that refund... thanks 😇",REFUND_STATUS,0.7506492733955383,OTHER,MESSY,Order modification/deletion issue outside taxonomy
1402844,Thanks @115821 for messing up my order just because I deleted an item that hadn't even shipped yet. Very disappointed.,MISSING_ITEM,0.7259141206741333,DELIVERY_DELAY,BOUNDARY,Complains about inability to get delivery until Monday
115862,"@AmazonHelp I am still having this problem... can't get anything, and I mean anything, delivered until Monday. So much for Prime delivery.",RANDOM,,OTHER,MESSY,Generic update request with insufficient context
897117,"@AmazonHelp Hi team,

Do you have any updates for me?",RANDOM,,DELIVERY_TRACKING,BOUNDARY,Asking for ETA
35905,@AmazonHelp How short is your shortly? A response with an ETA would have been professional,RANDOM,,OTHER,MESSY,Subscription/order issue outside taxonomy
352905,"@AmazonHelp Sir, how you can send me subscription item on one time purchase rate, after numerous reminders in these 2 days your side response is pathetic. After subscribing, rarely i see the amount of subscribed product you send.",RANDOM,,OTHER,MESSY,Review publication issue outside taxonomy
850022,@AmazonHelp even my review is not published while I have written a correct word. See it https://t.co/4N4cSVmPfj,RANDOM,,,,
481480,"@115821 Not received my product. But status is showing delivered. Please check where is the product or refund my amount. Order date
23-Nov-2017
Order #
404-5816421-3911539
Order total
   3,251.60 (1 item)",MISSING_ITEM,0.6979022026062012,DELIVERY_NOT_RECEIVED,EASY,Product/package not received despite delivered status
233785,@AmazonHelp Tracking on Canada Post says delivered on the 29th. Not updated on Amazon though.,DELIVERY_TRACKING,0.5526468753814697,DELIVERY_TRACKING,EASY,Carrier tracking and Amazon status disagree
2280459,@AmazonHelp Now it won't let me sign into my account its saying my password is wrong,ACCOUNT_ACCESS,0.7885106801986694,ACCOUNT_ACCESS,EASY,Cannot sign in; password rejected
757702,@AmazonHelp Okay! I will deactivate my account and make sure many other people do the same. YOU GUYS ARE CHEATING CONSUMERS @115851 @12934,ACCOUNT_SECURITY,0.633628249168396,ACCOUNT_SECURITY,EASY,Account compromise/fraud accusation
1776199,@AmazonHelp good condition. Just started refund process. Another item never arrived but got a refund on that one.,REFUND_STATUS,0.7116051912307739,MISSING_ITEM,BOUNDARY,One item never arrived; refund is secondary
440310,"@AmazonHelp I hope you will be initiate my refund on 28 Oct. Reply me. 
@115821.IN @amazonHelp",REFUND_STATUS,0.7271173596382141,REFUND_STATUS,EASY,Asking about refund initiation
341417,@AmazonHelp Only this has been left to hear..what a wonderful service it has been after 15 days of calls and follow ups,RANDOM,,OTHER,MESSY,Complaint without a clearly supported operational intent
2868397,@132976 Wow. Die Synchronisation ist unterirdisch. Warum nicht einfach Untertitel?,RANDOM,,OTHER,MESSY,Synchronization/account feature issue outside taxonomy
1741020,"Hey @115850 why have you cancelled my order? 😡
Order number: 404-6296425-8499511",ORDER_CANCELLATION,0.7643150687217712,ORDER_CANCELLATION,EASY,Asking why order was cancelled
1575619,"@AmazonHelp Delivery date is already delayed. 111-2691482-1933821 , also it says that it is a customer initiated delay which isn't right.",DELIVERY_DELAY,0.7476996779441833,DELIVERY_DELAY,EASY,Explicitly says delivery date is delayed
728522,@AmazonHelp Logged on and returned books. It appears I will be refunded. They showed bill charge originally upon purchase presumed during trial period,UNEXPECTED_CHARGE,0.5226492285728455,UNEXPECTED_CHARGE,BOUNDARY,Charge during presumed trial period
1087661,@AmazonHelp https://t.co/8aZ3NUAScP. 🤘🤘,RANDOM,,OTHER,MESSY,No clear support request
120243,"@AmazonHelp “Return started
Your refund will be processed”. I confirmed with customer service it arrived last Tuesday 11/14",REFUND_STATUS,0.7410434484481812,REFUND_STATUS,EASY,Refund processing status
2306089,@AmazonHelp Account troubles please DM me!,ACCOUNT_ACCESS,0.7024458050727844,ACCOUNT_ACCESS,BOUNDARY,Vague account trouble; access issue implied
2690709,@AmazonHelp I've shared it. Last time I was told to send an email and refund will be initiated in 2 days and I'll get a call. None of that ever happened.,RANDOM,,REFUND_STATUS,BOUNDARY,Refund promised but hasn't happened
1248315,@AmazonHelp you can check my last 7 order in those i have faced issues in 6 orders for delivery ... Mo 9426890231 not get enough response,ORDER_STATUS,0.6611925959587097,ORDER_STATUS,EASY,Asking about order history/status
946579,"@AmazonHelp Hola , perdón por contestar tarde , él paquete era de un vendedor externo",RANDOM,,OTHER,MESSY,Seller context without actionable supported intent
2335511,@115850 It's the 5th tike I am going to request a return and still no one comes to take the product back.,RETURN_REPLACEMENT,0.5633059144020081,RETURN_REPLACEMENT,EASY,Explicit return request
423251,@AmazonHelp The manufacturer provides no reply on this .. Please look into this,RANDOM,,OTHER,MESSY,Manufacturer hasn't replied; insufficient context
1240703,@AmazonHelp Sorry for taking so long to respond. Here my tracking details https://t.co/OmcGheGsQC,DELIVERY_TRACKING,0.5069908499717712,DELIVERY_TRACKING,EASY,Tracking details
1341694,@AmazonHelp Till now I have not received any calls from your side regarding my query I have filled the form too which you have given to me.,RANDOM,,OTHER,MESSY,Generic follow-up with insufficient context
2531725,@115821 @115850  @AmazonHelp  After a one month wait period and thrice changed delivery date your support asks me to cancel my order !!!,ORDER_CANCELLATION,0.7553415298461914,ORDER_CANCELLATION,BOUNDARY,Customer is being asked to cancel after delivery-date changes
454552,@AmazonHelp No I took them out the box feeling confident they would be fine as they had been delivered with such care &amp; wouldn’t need inspecting. Amazon Customer service in Manila couldn’t give 2 shits about the problem because 4 days later still waiting for a manager to call me back,RANDOM,,PRODUCT_ISSUE,BOUNDARY,Product problem; resolution delay is secondary
420663,"@AmazonHelp Sir it's been more than 2 days I am trying to know the status of my order even today no action is taken, its been more than 2 days now",ORDER_STATUS,0.7242743372917175,ORDER_STATUS,EASY,Explicitly asks order status
351477,@AmazonHelp Thanks for your response. I'm refunded only ₹679 for a total price of ₹799 which I paid. Not sure why.,REFUND_STATUS,0.7097492218017578,REFUND_STATUS,EASY,Refund amount doesn't match purchase price
1289735,@115821 Account corrected! I’ve called 3 times and gotten the run around! I can’t log in to my own account #pleasehelp @115821  #thisisridiculous,ACCOUNT_ACCESS,0.7451699376106262,ACCOUNT_ACCESS,EASY,Cannot log into account
2856569,"@AmazonHelp hola! Hice un pedido de dos artículos, uno en preventa y otro fuera de stock, he cancelado el del stock y creo que el de preventa también pero ese no quería cancelarlo. Me dice que se está preparando la cancelación pero quiero  volvero a pedir, cuando podré?",ORDER_CANCELLATION,0.7365665435791016,ORDER_CANCELLATION,EASY,Order cancellation issue
327589,@AmazonHelp how do I get a product that arrived defective to be exchanged for one that works?,PRODUCT_ISSUE,0.6642696261405945,PRODUCT_ISSUE,EASY,Defective product; exchange requested
838256,"@AmazonHelp hi, someone tried to login my account and manage to hack, and leave customer review by using my account.",ACCOUNT_SECURITY,0.7620522975921631,ACCOUNT_SECURITY,EASY,Attempted account compromise
1302808,@119356 before 6m I request u provide invoice copy  in your app. if for inv.copy we go to site than how u say it better to use app @115821,RANDOM,,OTHER,MESSY,Invoice-copy request outside taxonomy
2105743,"@AmazonHelp You can check out my order details.
(408-9194083-1583519)",ORDER_STATUS,0.6581318378448486,ORDER_STATUS,EASY,Asking to check order details
1223100,@AmazonHelp I can’t because I am unable to log in into my account. Registered no is 8867606711.,ACCOUNT_ACCESS,0.8077694177627563,ACCOUNT_ACCESS,EASY,Unable to log in
18190,"@AmazonHelp @115850  @120040
Even after your team's promise, I have not received my cashback of INR1500 before deadline given by them.",CASHBACK,0.7182468175888062,CASHBACK,EASY,Cashback not received
13157,@AmazonHelp I have asked the customer care exec on phone to cancel the order. Don't want to waste any more of my time on this.,ORDER_CANCELLATION,0.7501057386398315,ORDER_CANCELLATION,EASY,Explicit cancellation
1086042,"🤔 @115821 why do I need to ship this back if it’s broken? It seems like a waste of packaging, can you just send me a replacement? https://t.co/BOS3VEJnYg",PRODUCT_ISSUE,0.515591025352478,PRODUCT_ISSUE,BOUNDARY,Broken product; replacement secondary
1380576,@AmazonHelp It’s been replaced once (the 1st time) and “updated” the 2nd. It won’t even turn on now. It’s fully charged.,UNEXPECTED_CHARGE,0.487209290266037,PRODUCT_ISSUE,EASY,Replaced product still doesn't work
673162,@AmazonHelp done. sent an email,RANDOM,,OTHER,MESSY,No actionable intent
1118559,@AmazonHelp Tracking #: 237294242407 i want my package to be delivered today .... as it is already shipped..,DELIVERY_TRACKING,0.7048851847648621,DELIVERY_TRACKING,EASY,Explicit tracking number/status
1406568,"@AmazonHelp On that link on order was found ...
I returned item on 27 sept 2017",MISSING_ITEM,0.6923762559890747,RETURN_REPLACEMENT,BOUNDARY,Returned item/order; return context primary
2317037,@115821 I need your help. You charged me twice for 18.95 recent order! I could have used that $ this eve.,UNEXPECTED_CHARGE,0.495258629322052,UNEXPECTED_CHARGE,EASY,Explicit duplicate charge
851571,"@AmazonHelp Done, many thanks for getting in touch!",RANDOM,,OTHER,MESSY,Generic thanks
2513914,@AmazonHelp 404-7174115-8804331 my order cancel without any intimation. I want it as per schedule. This is 3rd time bad experience pls solve,ORDER_CANCELLATION,0.7891767024993896,ORDER_CANCELLATION,EASY,Order cancelled unexpectedly
1461521,@115830 Received this today + look how damaged it is. No damage to external packaging so was packaged up and willing sent to us like this😐 https://t.co/dQHjpjtGmH,PRODUCT_ISSUE,0.5455001592636108,PRODUCT_ISSUE,EASY,Product arrived damaged
1478885,"@116928 El problema llega cuando me dice que tengo que devolver el producto, como devuelvo algo que no me ha llegado?",WRONG_ITEM_RECEIVED,0.6945801973342896,DELIVERY_NOT_RECEIVED,BOUNDARY,Customer says product hasn't been received
2882533,In the last 24 hours I've had my bank details stolen and used in association with an amazon prime account the response from @115821 and @33924 has been disgusting.,ACCOUNT_SECURITY,0.6672195196151733,ACCOUNT_SECURITY,EASY,Bank details stolen/used with account
